Country,X,Y,Pop,GridDistCurrent,GridDistPlan,RoadDist,NightLights,TravelHours,GHI,WindVel,Hydropower,HydropowerDist,SubstationDist,LandCover,Elevation,Slope,SolarRestriction
Swaziland,3507.486328,-3134.875977,39.92895508,37.57794189,37.57794189,0.332225293,0,2,1927,6,2910.889893,23.73702431,38.35366821,9,785,7.974220276,0
Swaziland,3508.486328,-3134.875977,38.56780243,38.4021492,38.4021492,0.317261964,0,2,1927,6,2910.889893,24.16135597,39.32880402,9,840,5.81580162,0
Swaziland,3509.486328,-3134.875977,77.77085876,39.23453522,39.23453522,1.278018475,0,3,1927,6,2910.889893,24.61901665,40.30515671,9,829,3.173908949,0
Swaziland,3510.486328,-3134.875977,67.55480957,40.07458115,40.07458115,2.238774776,0,4,1909,6,2910.889893,25.108181,41.28264236,9,709,11.31242275,1
Swaziland,3511.486328,-3134.875977,62.89101791,40.92182541,40.92182541,3.199531317,0,4,1909,6,2910.889893,25.62704849,42.26118088,9,576,4.329393864,1
Swaziland,3512.486328,-3134.875977,58.7350502,41.77582169,41.77582169,4.089612961,0,5,1909,6,2910.889893,26.17384911,43.24069977,14,575,12.98523808,0
Swaziland,3513.486328,-3134.875977,57.31906891,42.63616562,42.63616562,4.570567608,0,5,1909,6,2910.889893,26.74687386,44.221138,14,602,7.392548561,0
Swaziland,3514.486328,-3134.875977,52.65763855,43.50187302,43.50187302,4.345529079,0,5,1900,6,2910.889893,27.34447098,45.20243073,14,570,8.380815506,0
Swaziland,3515.486328,-3134.875977,82.8221817,44.3591156,44.3591156,3.790517092,0,5,1900,6,2910.889893,27.965065,46.18452835,14,439,3.450786591,0
Swaziland,3516.486328,-3134.875977,85.80044556,44.95251846,44.82622528,3.421356201,0,5,1900,6,2910.889893,28.60716057,47.16737747,14,416,5.294765949,0
Swaziland,3517.486328,-3134.875977,80.80747986,45.56014252,44.47714233,3.25421977,0,4,1900,6,2910.889893,29.26934433,48.15093231,9,395,6.004857063,0
Swaziland,3518.486328,-3134.875977,73.72576904,46.18143082,44.1280632,3.24855113,0,4,1892,6,2910.889893,29.95028114,49.13515091,9,395,13.85084438,0
Swaziland,3519.486328,-3134.875977,50.95121384,46.81583405,43.77898026,3.511875868,0,4,1892,6,2910.889893,30.64872169,50.11999512,8,498,14.24410152,0
Swaziland,3520.486328,-3134.875977,51.47963715,47.46282578,43.42989731,3.864975214,0,5,1892,6,2910.889893,31.36349678,51.10542679,8,396,9.701716423,1
Swaziland,3521.486328,-3134.875977,88.2672348,48.12190628,43.08081818,4.406803608,0,5,1892,6,2910.889893,32.0935173,52.09141541,14,312,0.908937931,1
Swaziland,3522.486328,-3134.875977,91.50173187,48.79096985,42.73173523,4.711395264,0,5,1892,6,2910.889893,32.83776093,53.07792664,9,333,3.023141384,0
Swaziland,3523.486328,-3134.875977,101.5444107,49.46127701,42.38265228,4.262702942,0,5,1892,6,2910.889893,33.59528732,52.82302856,8,386,11.96016598,1
Swaziland,3524.486328,-3134.875977,53.9233017,50.13158417,42.03357315,3.997592211,0,5,1892,6,2910.889893,34.36521912,52.12235641,14,320,2.344961405,1
Swaziland,3525.486328,-3134.875977,7.003967762,50.80189133,41.6844902,3.770742655,0,4,1892,6,2910.889893,35.14673615,51.4315834,8,353,10.9675293,1
Swaziland,3526.486328,-3134.875977,7.039219856,51.47219849,41.33540726,3.312850237,0,4,1892,6,2910.889893,35.93908691,50.75111008,8,281,2.197787523,1
Swaziland,3527.486328,-3134.875977,6.551580906,52.14250565,40.98632813,2.799496174,0,4,1892,6,2910.889893,36.7415657,50.08135986,8,250,0.472563267,1
Swaziland,3528.486328,-3134.875977,6.834189415,52.81281281,40.63724518,2.286142349,0,4,1892,6,2910.889893,37.55352783,49.42277145,9,277,1.045970917,1
Swaziland,3529.486328,-3134.875977,8.80574131,53.48311996,40.28816605,1.772788405,0,4,1892,6,2910.889893,38.37437057,48.77579117,8,271,0.708824813,1
Swaziland,3530.486328,-3134.875977,58.47386169,54.15342712,39.9390831,1.259434342,0,3,1892,6,2910.889893,39.20353317,48.14089203,8,264,1.002378583,0
Swaziland,3531.486328,-3134.875977,72.87820435,54.82373428,39.59000015,0.746080458,0,3,1892,6,158.0079956,39.99316025,47.51855469,14,261,3.84071064,0
Swaziland,3532.486328,-3134.875977,107.4549484,55.49404526,39.24092102,0.232726485,0,3,1892,6,158.0079956,39.140625,46.90927887,9,269,1.272235274,0
Swaziland,3533.486328,-3134.875977,78.4797287,56.16435242,38.89183807,0.280627489,0,2,1892,6,158.0079956,38.29522324,46.31358337,14,293,2.257813215,0
Swaziland,3534.486328,-3134.875977,75.36595917,56.3024025,38.54275513,0.793981433,0,2,1892,6,158.0079956,37.45743942,45.73199844,9,338,5.829987049,0
Swaziland,3535.486328,-3134.875977,52.4147377,55.78422165,38.19367599,1.307335377,0,2,1892,6,158.0079956,36.62779236,45.16506577,8,441,18.73159218,1
Swaziland,3536.486328,-3134.875977,21.81307983,55.27927399,37.84459305,1.820563436,0,3,1892,6,158.0079956,35.80685425,44.6133461,8,402,9.657304764,1
Swaziland,3537.486328,-3134.875977,22.38455009,54.78792572,37.4955101,2.41910243,0,3,1883,6,158.0079956,34.99523544,44.07741165,8,406,18.86984444,1
Swaziland,3538.486328,-3134.875977,25.72610855,54.31054688,37.14643097,3.13118434,0,4,1883,6,158.0079956,34.1935997,43.55784607,8,328,8.302092552,1
Swaziland,3539.486328,-3134.875977,44.87752533,53.84750748,36.79734802,2.913676023,0,3,1883,6,158.0079956,33.40266037,43.05523682,8,314,4.711545467,1
Swaziland,3540.486328,-3134.875977,55.43576431,53.39918137,36.44826508,2.566319704,0,3,1883,6,158.0079956,32.62320328,42.57018661,8,312,4.744310856,1
Swaziland,3541.486328,-3134.875977,47.82248306,52.9659462,36.09918594,2.184517384,0,3,1874,6,158.0079956,31.85606575,42.10330582,8,335,10.26911354,1
Swaziland,3542.486328,-3134.875977,45.55464554,52.54816818,35.750103,2.199265242,0,3,1874,6,158.0079956,31.10216331,41.45950699,8,268,4.77337265,1
Swaziland,3543.486328,-3134.875977,12.24992275,52.14622498,35.40102005,2.627055168,0,3,1874,6,158.0079956,30.36248016,40.67444992,8,235,2.382666588,1
Swaziland,3544.486328,-3134.875977,8.330324173,51.76047897,35.05194092,3.225279331,0,4,1874,6,158.0079956,29.6380806,39.8990097,8,232,0.902776599,1
Swaziland,3545.486328,-3134.875977,8.330324173,51.39130402,34.70285797,3.590908051,0,4,1874,6,158.0079956,28.93011284,39.13376236,8,233,2.257813215,1
Swaziland,3546.486328,-3134.875977,8.304214478,51.03905106,34.35377502,2.868534327,0,3,1874,6,158.0079956,28.23981285,38.37931061,8,216,1.232132196,1
Swaziland,3547.486328,-3134.875977,8.330324173,50.70407486,34.00469589,2.151385546,0,3,1874,6,158.0079956,27.56850815,37.63631058,8,201,1.12315166,1
Swaziland,3548.486328,-3134.875977,6.524065495,50.38672638,33.65561295,1.434236765,0,3,1874,6,158.0079956,26.91761971,36.90544891,8,188,0.298879325,0
Swaziland,3549.486328,-3134.875977,4.404924393,50.08732986,33.30653381,0.717087924,0,2,1883,6,158.0079956,26.28866386,36.18745804,8,182,0.569035709,0
Swaziland,3550.486328,-3134.875977,4.404924393,49.80621719,32.95745087,0.010666252,0,2,1883,6,158.0079956,25.68325233,35.48313141,8,175,0.211340547,0
Swaziland,3551.486328,-3134.875977,4.404924393,49.54369736,32.61564636,0.844469666,0,2,1883,0,158.0079956,25.10308838,34.79328537,8,167,0.668290257,1
Swaziland,3552.486328,-3134.875977,4.404924393,49.3000679,32.30024719,1.678273082,0,3,1883,0,158.0079956,24.549963,34.11880493,8,166,0.871316195,1
Swaziland,3553.486328,-3134.875977,4.404924393,49.07561111,32.01298523,2.529181719,0,3,1883,0,158.0079956,24.02574348,33.46062088,8,159,0.769248486,1
Swaziland,3554.486328,-3134.875977,4.404924393,48.8705864,31.75463295,3.45110774,0,4,1883,0,158.0079956,23.53236008,32.81970978,8,152,1.056587815,1
Swaziland,3555.486328,-3134.875977,4.404924393,48.6852417,31.52589798,4.407213211,0,6,1883,7,158.0079956,23.0717907,32.19710541,8,149,0.149440676,1
Swaziland,3556.486328,-3134.875977,4.404924393,48.51980591,31.327425,5.379304409,0,6,1865,7,158.0079956,22.64603996,31.59388924,8,160,1.142852426,1
Swaziland,3557.486328,-3134.875977,4.404924393,48.37447739,31.15979767,6.36005497,0,8,1865,7,158.0079956,22.25710678,31.01119423,8,212,6.188862801,1
Swaziland,3558.486328,-3134.875977,4.404924393,48.24944305,31.02351379,7.34599781,0,8,1865,7,158.0079956,21.90694809,30.45019531,8,206,2.974914789,1
Swaziland,3559.486328,-3134.875977,7.515624046,48.14485931,30.91898918,8.335290909,0,7,1865,7,158.0079956,21.59745407,29.9121151,8,277,10.13009167,1
Swaziland,3481.486328,-3133.875977,51.09698486,21.06818581,21.06818581,0.773826897,0,2,1971,6,2910.889893,27.95288849,14.88947678,9,906,1.377512574,0
Swaziland,3482.486328,-3133.875977,76.99233246,21.31881714,21.31881714,1.152737141,0,2,1971,6,2910.889893,27.38044548,15.66675949,9,933,1.142852426,0
Swaziland,3483.486328,-3133.875977,130.1059723,21.612854,21.612854,1.531647325,7,2,1953,6,2910.889893,26.83306885,16.46809578,14,954,3.410293579,0
Swaziland,3484.486328,-3133.875977,139.5338287,21.94855118,21.94855118,1.218792796,7,2,1953,6,2910.889893,26.31232452,17.29014206,14,964,2.096568346,0
Swaziland,3485.486328,-3133.875977,202.7002716,22.32403183,22.32403183,0.233421624,7,2,1953,6,2910.889893,25.81982231,18.13008118,14,934,2.805497408,0
Swaziland,3486.486328,-3133.875977,207.0712738,22.73732376,22.73732376,0.751949608,7,2,1953,6,2910.889893,25.35721016,18.98553848,9,900,1.559824586,0
Swaziland,3487.486328,-3133.875977,39.76269531,23.18640518,23.18640518,1.737320781,7,2,1935,6,2910.889893,24.92614937,19.85450935,9,894,9.873412132,1
Swaziland,3488.486328,-3133.875977,19.98689079,23.66923904,23.66923904,2.722692013,7,2,1935,6,2910.889893,24.52830315,20.73529243,9,805,7.855953693,1
Swaziland,3489.486328,-3133.875977,19.62796974,24.18380356,24.18380356,3.323687315,0,3,1935,6,2910.889893,24.16531563,21.62644577,9,759,4.155642509,1
Swaziland,3490.486328,-3133.875977,19.79921341,24.7281189,24.7281189,3.721661329,0,3,1935,6,2910.889893,23.83877754,22.52674103,10,751,5.215978146,1
Swaziland,3491.486328,-3133.875977,17.3632164,25.30026245,25.30026245,4.314592838,0,3,1918,6,2910.889893,23.55020523,23.43511963,10,707,1.889610529,1
Swaziland,3492.486328,-3133.875977,7.035284519,25.89839363,25.89839363,4.031431675,0,3,1918,6,2910.889893,23.30100822,24.3506813,10,687,3.484433651,1
Swaziland,3493.486328,-3133.875977,7.035284519,26.52075195,26.52075195,3.047272921,0,3,1918,6,2910.889893,23.09246063,25.27264404,9,676,4.415549755,1
Swaziland,3494.486328,-3133.875977,6.526521683,27.1656723,27.1656723,2.066554308,0,3,1918,6,2910.889893,22.92567635,26.20033073,9,731,4.274002552,1
Swaziland,3495.486328,-3133.875977,6.767774105,27.83158684,27.83158684,1.118949533,0,3,1927,6,2910.889893,22.80156517,27.13315582,9,764,6.076795101,0
Swaziland,3496.486328,-3133.875977,13.594697,28.51702499,28.51702499,0.351843387,0,2,1927,6,2910.889893,22.72083282,28.07060814,9,809,3.546065569,0
Swaziland,3497.486328,-3133.875977,26.03051949,29.22061157,29.22061157,0.347405463,0,2,1927,6,2910.889893,22.68393707,29.01223564,10,786,3.954600096,0
Swaziland,3498.486328,-3133.875977,23.25179482,29.94107056,29.94107056,0.719064832,0,2,1927,6,2910.889893,22.69109726,29.95764732,10,727,2.410556555,0
Swaziland,3499.486328,-3133.875977,36.41841507,30.67720985,30.67720985,0.623047888,0,2,1927,6,2910.889893,22.7422657,30.90649605,12,776,5.994769573,0
Swaziland,3500.486328,-3133.875977,28.90909958,31.42792702,31.42792702,0.527030945,5,2,1927,6,2910.889893,22.83715057,31.85847282,10,773,4.469160557,0
Swaziland,3501.486328,-3133.875977,27.0317688,32.19220734,32.19220734,0.508651674,0,2,1927,6,2910.889893,22.97521019,32.81330872,10,715,3.392322063,1
Swaziland,3502.486328,-3133.875977,27.11382294,32.96910095,32.96910095,0.521760106,0,2,1927,6,2910.889893,23.15567207,33.77075577,8,673,3.251780987,1
Swaziland,3503.486328,-3133.875977,19.57485962,33.75774002,33.75774002,0.592262268,0,2,1927,6,2910.889893,23.37755203,34.73060226,14,660,3.437881231,1
Swaziland,3504.486328,-3133.875977,26.17981529,34.55732346,34.55732346,0.837469697,0,2,1927,6,2910.889893,23.63968658,35.69265747,9,720,3.766286612,1
Swaziland,3505.486328,-3133.875977,30.21784019,35.36710358,35.36710358,1.082677126,0,2,1927,6,2910.889893,23.94075203,36.65673828,14,718,6.322379112,1
Swaziland,3506.486328,-3133.875977,38.26286697,36.18640137,36.18640137,1.327655196,0,2,1927,6,2910.889893,24.27929878,37.62269592,9,782,11.59332561,1
Swaziland,3507.486328,-3133.875977,39.92895508,37.01457977,37.01457977,0.920887768,0,2,1927,6,2910.889893,24.65378571,38.59038925,9,719,9.326774597,1
Swaziland,3508.486328,-3133.875977,38.56780243,37.85105515,37.85105515,0.039868724,0,2,1927,6,2910.889893,25.06260109,39.55968857,9,820,3.508267641,1
Swaziland,3509.486328,-3133.875977,77.77085876,38.69529724,38.69529724,1.000625253,0,3,1927,6,2910.889893,25.50409508,40.53047943,14,740,6.765887737,1
Swaziland,3510.486328,-3133.875977,67.55480957,39.54680252,39.54680252,1.961381674,0,4,1909,6,2910.889893,25.97659874,41.50265884,9,727,6.63415575,0
Swaziland,3511.486328,-3133.875977,62.89101791,40.40510941,40.40510941,2.734871626,0,4,1909,6,2910.889893,26.47845268,42.47612762,8,717,5.618247509,0
Swaziland,3512.486328,-3133.875977,58.7350502,41.26968002,41.26968002,3.209341288,0,5,1909,6,2910.889893,27.00802231,43.45080185,9,619,17.61597061,0
Swaziland,3513.486328,-3133.875977,57.31906891,42.13623047,42.13623047,3.753102303,0,5,1909,6,2910.889893,27.56370926,44.42660522,14,539,8.6036129,0
Swaziland,3514.486328,-3133.875977,52.65763855,42.96336365,42.96336365,3.530688047,0,5,1900,6,2910.889893,28.14396667,45.40345764,8,474,5.167047501,0
Swaziland,3515.486328,-3133.875977,82.8221817,43.55282211,43.55282211,2.951003551,0,5,1900,6,2910.889893,28.74730873,46.38129807,14,491,8.398921013,1
Swaziland,3516.486328,-3133.875977,85.80044556,44.15706253,43.88913345,2.463322401,0,5,1900,6,2910.889893,29.37230873,47.36006546,14,478,4.850383282,0
Swaziland,3517.486328,-3133.875977,80.80747986,44.77548218,43.54005051,2.265933275,0,4,1900,6,2910.889893,30.01761818,48.33969879,14,453,9.202836037,0
Swaziland,3518.486328,-3133.875977,73.72576904,45.40750504,43.19097137,2.264441013,0,4,1892,6,2910.889893,30.68195152,49.32015228,8,448,10.94035339,1
Swaziland,3519.486328,-3133.875977,50.95121384,46.05257034,42.84188843,2.559847116,0,4,1892,6,2910.889893,31.36410332,50.30137253,8,538,5.163839817,1
Swaziland,3520.486328,-3133.875977,51.47963715,46.71013641,42.49280548,3.006108046,0,5,1892,6,2910.889893,32.06293488,51.28332138,8,367,4.999675274,1
Swaziland,3521.486328,-3133.875977,88.2672348,47.37857819,42.14372635,3.673186302,0,5,1892,6,2910.889893,32.77737808,52.26595306,14,338,6.744794846,1
Swaziland,3522.486328,-3133.875977,91.50173187,48.04888535,41.7946434,3.896016359,0,5,1892,6,2910.889893,33.50643921,53.24923325,14,366,3.314426899,0
Swaziland,3523.486328,-3133.875977,101.5444107,48.7191925,41.44556046,3.34672308,0,5,1892,6,2910.889893,34.24917984,53.53639603,14,342,4.126186371,0
Swaziland,3524.486328,-3133.875977,53.9233017,49.38949966,41.09648132,3.023662567,0,5,1892,6,2910.889893,35.00473022,52.84518433,9,298,4.640540123,0
Swaziland,3525.486328,-3133.875977,7.003967762,50.05980682,40.74739838,2.796812773,0,4,1892,6,2910.889893,35.77227783,52.16398239,14,285,3.354431391,0
Swaziland,3526.486328,-3133.875977,7.039219856,50.73011398,40.39831543,2.45467329,0,4,1892,6,2910.889893,36.55107117,51.49318695,8,257,1.167010188,1
Swaziland,3527.486328,-3133.875977,6.551580906,51.40042114,40.0492363,1.941319346,0,4,1892,6,2910.889893,37.3404007,50.83321762,8,276,3.398868322,0
Swaziland,3528.486328,-3133.875977,6.834189415,52.0707283,39.70015335,1.427965403,0,4,1892,6,2910.889893,38.13961792,50.18449402,14,294,2.973044395,1
Swaziland,3529.486328,-3133.875977,8.80574131,52.74103928,39.3510704,0.914611399,0,4,1892,6,2910.889893,38.94810867,49.54746246,14,286,1.28965807,1
Swaziland,3530.486328,-3133.875977,58.47386169,53.41134644,39.00199127,0.401257426,0,3,1892,6,2910.889893,39.76531219,48.9225769,14,288,3.685827971,1
Swaziland,3531.486328,-3133.875977,72.87820435,54.08165359,38.65290833,0.112096526,0,3,1892,6,158.0079956,39.48538208,48.31031036,14,265,1.479061961,0
Swaziland,3532.486328,-3133.875977,107.4549484,54.75196075,38.30382538,0.625450492,0,3,1892,6,158.0079956,38.62163925,47.71114731,9,280,1.71967864,1
Swaziland,3533.486328,-3133.875977,78.4797287,55.42226791,37.95474625,1.138804436,0,2,1892,6,158.0079956,37.76462173,47.12559128,9,314,3.547631741,1
Swaziland,3534.486328,-3133.875977,75.36595917,56.09257507,37.6056633,1.65215838,0,2,1892,6,158.0079956,36.91479874,46.55414963,14,358,6.00210762,1
Swaziland,3535.486328,-3133.875977,52.4147377,56.64574051,37.25658035,2.165512323,0,2,1892,6,158.0079956,36.0726738,45.9973526,8,531,11.47229099,1
Swaziland,3536.486328,-3133.875977,21.81307983,56.1485405,36.90750122,2.678866386,0,3,1892,6,158.0079956,35.23880768,45.45573807,8,488,4.734972954,1
Swaziland,3537.486328,-3133.875977,22.38455009,55.66486359,36.55841827,3.194400072,0,3,1883,6,158.0079956,34.41379166,44.92985153,8,450,16.79803085,1
Swaziland,3538.486328,-3133.875977,25.72610855,55.19507217,36.20933914,3.833280563,0,4,1883,6,158.0079956,33.59828568,44.42025375,8,400,23.0230999,1
Swaziland,3539.486328,-3133.875977,44.87752533,54.7395134,35.8602562,3.896919727,0,3,1883,6,158.0079956,32.79299164,43.92751694,8,446,11.56776905,1
Swaziland,3540.486328,-3133.875977,55.43576431,54.29855728,35.51117325,3.460520506,0,3,1883,6,158.0079956,31.99868584,43.45220566,8,313,3.068793058,1
Swaziland,3541.486328,-3133.875977,47.82248306,53.87255096,35.16209412,3.168572903,0,3,1874,6,158.0079956,31.2162056,42.86306763,8,332,10.23990631,1
Swaziland,3542.486328,-3133.875977,45.55464554,53.46186066,34.81301117,3.178758621,0,3,1874,6,158.0079956,30.44646263,42.08042908,8,289,5.087323666,1
Swaziland,3543.486328,-3133.875977,12.24992275,53.06683731,34.46392822,3.488431931,0,3,1874,6,158.0079956,29.69044876,41.3071785,8,242,0.761957705,1
Swaziland,3544.486328,-3133.875977,8.330324173,52.68783569,34.11484909,4.026249886,0,4,1874,6,158.0079956,28.94923782,40.54384232,8,260,2.704481602,1
Swaziland,3545.486328,-3133.875977,8.330324173,52.32519913,33.76576614,4.282603264,0,4,1874,6,158.0079956,28.22399712,39.79099655,8,244,2.138675928,1
Swaziland,3546.486328,-3133.875977,8.304214478,51.97927856,33.4166832,3.565454483,0,3,1874,6,158.0079956,27.5159874,39.04924393,8,216,0.908937931,1
Swaziland,3547.486328,-3133.875977,8.330324173,51.65040207,33.06760406,2.848305702,0,3,1874,6,158.0079956,26.82657623,38.31923676,8,203,0.902776599,0
Swaziland,3548.486328,-3133.875977,6.524065495,51.33889771,32.71852112,2.131156683,0,3,1874,6,158.0079956,26.15723228,37.60165024,8,197,0.8518821,0
Swaziland,3549.486328,-3133.875977,4.404924393,51.04508972,32.36943817,1.375198603,0,2,1883,6,158.0079956,25.50953484,36.89721298,8,182,0.569035709,0
Swaziland,3550.486328,-3133.875977,4.404924393,50.76928329,32.02035904,0.541395187,0,2,1883,6,158.0079956,24.88517761,36.20669174,11,175,0.7471627,0
Swaziland,3551.486328,-3133.875977,4.404924393,50.51176834,31.67310143,0.293337733,0,2,1883,0,158.0079956,24.28595543,35.53089905,8,173,1.501519799,0
Swaziland,3552.486328,-3133.875977,4.404924393,50.27282715,31.34821701,1.264686465,0,3,1883,0,158.0079956,23.71377754,34.87068939,8,165,0.334156483,1
Swaziland,3553.486328,-3133.875977,4.404924393,50.05273056,31.05215263,2.261153936,0,3,1883,0,158.0079956,23.17064667,34.22696686,8,161,0.52833879,1
Swaziland,3554.486328,-3133.875977,4.404924393,49.85172653,30.78573608,3.259785414,0,4,1883,0,158.0079956,22.65865135,33.60067749,8,155,0.80471158,1
Swaziland,3555.486328,-3133.875977,4.404924393,49.67004395,30.54974747,4.259059429,0,6,1883,7,158.0079956,22.1799469,32.99281311,8,156,0.422675341,1
Swaziland,3556.486328,-3133.875977,4.404924393,49.50789642,30.3448925,5.258609295,0,6,1865,7,158.0079956,21.7367363,32.40441132,8,165,1.272235274,1
Swaziland,3557.486328,-3133.875977,4.404924393,49.36547852,30.17180634,6.258303165,0,8,1865,7,158.0079956,21.33122826,31.83655357,8,218,6.07498455,1
Swaziland,3558.486328,-3133.875977,4.404924393,49.24296188,30.03103828,7.258080959,0,8,1865,7,158.0079956,20.96561241,31.29035568,8,228,3.589655161,1
Swaziland,3559.486328,-3133.875977,7.515624046,49.14049149,29.92304611,8.257912636,0,7,1865,7,158.0079956,20.64200974,30.7669735,8,425,22.67649651,1
Swaziland,3478.486328,-3132.875977,65.58444977,19.59528923,19.59528923,0.518046498,0,2,1971,6,2910.889893,30.57372093,13.51511097,9,921,1.805105209,0
Swaziland,3479.486328,-3132.875977,65.95249939,19.7129097,19.7129097,0.93842417,0,2,1971,6,2910.889893,29.95124817,14.15659046,9,916,1.479061961,0
Swaziland,3480.486328,-3132.875977,78.91186523,19.88019943,19.88019943,1.320350051,0,2,1971,6,2910.889893,29.34965134,14.83778572,9,904,0.8518821,0
Swaziland,3481.486328,-3132.875977,103.6374054,20.09591484,20.09591484,1.699260235,0,3,1971,6,2910.889893,28.77024269,15.55348015,9,898,1.061856389,0
Swaziland,3482.486328,-3132.875977,105.1173477,20.3585186,20.3585186,2.078170538,6,3,1971,6,2910.889893,28.21438789,16.29912758,10,909,1.409539342,0
Swaziland,3483.486328,-3132.875977,117.4789581,20.66622162,20.66622162,2.033742428,7,2,1953,6,2910.889893,27.68350601,17.0708046,9,932,2.382666588,0
Swaziland,3484.486328,-3132.875977,156.951767,21.01704597,21.01704597,1.048371196,7,2,1953,6,2910.889893,27.17905998,17.86514091,9,942,2.438126087,0
Swaziland,3485.486328,-3132.875977,151.6661682,21.40886879,21.40886879,0.062999949,7,1,1953,6,2910.889893,26.70254898,18.67924118,14,968,0.633998632,0
Swaziland,3486.486328,-3132.875977,188.7664032,21.83948708,21.83948708,0.922371268,6,2,1953,6,2910.889893,26.25549316,19.51063538,14,950,11.46121788,0
Swaziland,3487.486328,-3132.875977,20.9434948,22.30665016,22.30665016,1.9077425,6,2,1935,6,2910.889893,25.83942223,20.35720253,8,1019,5.494209766,1
Swaziland,3488.486328,-3132.875977,16.78973389,22.80811501,22.80811501,2.893113613,0,3,1935,6,2910.889893,25.45585442,21.21712875,4,956,6.213680267,1
Swaziland,3489.486328,-3132.875977,16.78973389,23.34167099,23.34167099,3.878484964,0,5,1935,6,2910.889893,25.10628128,22.08885193,4,1003,17.93677139,1
Swaziland,3490.486328,-3132.875977,14.84326458,23.90516853,23.90516853,4.609632015,0,5,1935,6,2910.889893,24.79213905,22.97102928,9,963,8.858384132,1
Swaziland,3491.486328,-3132.875977,8.61136055,24.49654198,24.49654198,4.634110451,0,5,1918,6,2910.889893,24.51479149,23.86250305,8,812,7.253054619,1
Swaziland,3492.486328,-3132.875977,6.836203098,25.11382294,25.11382294,3.85414362,0,5,1918,6,2910.889893,24.27549744,24.76226807,9,709,3.508267641,1
Swaziland,3493.486328,-3132.875977,6.769843102,25.75514603,25.75514603,2.869984627,0,4,1918,6,2910.889893,24.07539558,25.66945076,14,760,2.538834333,1
Swaziland,3494.486328,-3132.875977,6.320065498,26.41876221,26.41876221,1.885825634,0,2,1918,6,2910.889893,23.9154644,26.58329391,9,715,5.652478218,1
Swaziland,3495.486328,-3132.875977,17.75146484,27.10303497,27.10303497,0.901666641,0,2,1927,6,2910.889893,23.79651833,27.50313377,8,808,1.523645997,0
Swaziland,3496.486328,-3132.875977,22.71258354,27.80643845,27.80643845,0.082492322,0,2,1927,6,2910.889893,23.71917152,28.42838669,10,830,3.403769732,0
Swaziland,3497.486328,-3132.875977,28.95601082,28.52755737,28.52755737,1.062283874,0,2,1927,6,2910.889893,23.68383217,29.3585434,10,743,4.529465675,0
Swaziland,3498.486328,-3132.875977,20.70518494,29.26508141,29.26508141,1.714444518,0,2,1927,6,2910.889893,23.69068909,30.29314995,9,714,2.868269682,0
Swaziland,3499.486328,-3132.875977,21.12971687,30.01780128,30.01780128,1.618427634,0,2,1927,6,2910.889893,23.73970413,31.2318058,10,703,2.449521542,0
Swaziland,3500.486328,-3132.875977,21.61053658,30.78460503,30.78460503,1.522410631,0,2,1927,6,2910.889893,23.8306179,32.17416,10,701,1.559824586,0
Swaziland,3501.486328,-3132.875977,26.9407711,31.56446457,31.56446457,1.508565784,0,2,1927,6,2910.889893,23.96295357,33.11989594,10,689,2.538834333,1
Swaziland,3502.486328,-3132.875977,23.10419464,32.35643387,32.35643387,1.521674156,0,2,1927,6,2910.889893,24.1360302,34.0687294,10,634,4.562348843,1
Swaziland,3503.486328,-3132.875977,15.6678133,33.1596489,33.1596489,1.563218236,0,2,1927,6,2910.889893,24.34897995,35.02040863,9,649,4.017226696,1
Swaziland,3504.486328,-3132.875977,22.29942513,33.97331238,33.97331238,1.806940317,0,2,1927,6,2910.889893,24.60076332,35.97471237,8,660,6.030455112,1
Swaziland,3505.486328,-3132.875977,35.82920456,34.79668427,34.79668427,2.052147865,0,2,1927,6,2910.889893,24.89020729,36.93143082,8,622,3.99368453,1
Swaziland,3506.486328,-3132.875977,32.70269012,35.6291008,35.6291008,2.159037352,0,2,1927,6,2910.889893,25.21601105,37.89038849,9,629,6.73259449,1
Swaziland,3507.486328,-3132.875977,30.02721786,36.46993637,36.46993637,1.198280931,0,2,1927,6,2910.889893,25.57678795,38.85141373,9,739,1.494071364,1
Swaziland,3508.486328,-3132.875977,28.4985733,37.3186264,37.3186264,0.237524495,0,2,1927,6,2910.889893,25.97107697,39.81435776,14,780,7.065946102,1
Swaziland,3509.486328,-3132.875977,40.3832283,38.17464066,38.17464066,0.643841743,0,2,1927,6,2910.889893,26.39738083,40.77908707,10,736,3.074225426,1
Swaziland,3510.486328,-3132.875977,60.54653168,39.0375061,39.0375061,1.380130053,0,3,1909,6,2910.889893,26.85417175,41.74547577,14,653,2.031765461,0
Swaziland,3511.486328,-3132.875977,41.00547791,39.90404129,39.90404129,1.854599833,0,3,1909,6,2910.889893,27.33992195,42.71341324,14,627,1.947721839,0
Swaziland,3512.486328,-3132.875977,52.95280075,40.77059174,40.77059174,2.349880934,0,3,1909,6,2910.889893,27.85311699,43.68279648,9,651,1.650173545,0
Swaziland,3513.486328,-3132.875977,50.69971848,41.56885529,41.56885529,3.046549797,0,3,1909,6,2910.889893,28.39226913,44.65352631,14,618,3.061534882,0
Swaziland,3514.486328,-3132.875977,54.76011276,42.1540947,42.1540947,2.715846777,0,3,1900,6,2910.889893,28.9559269,45.62552261,14,585,14.3027401,0
